attack_type,target_ip,src_ip,icmp_type,icmp_code,description,pkt_count,window_start,window_end,duration_sec,pps,unique_srcs
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.670769,1778657039.670669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.674069,1778657039.673969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.677369,1778657039.677269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.680669,1778657039.680569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.683969,1778657039.683869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.687269,1778657039.687169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.690569,1778657039.690469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.693869,1778657039.693769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.697169,1778657039.697069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.700469,1778657039.700369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.703769,1778657039.703669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.707069,1778657039.706969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.710369,1778657039.710269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.713669,1778657039.713569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.716969,1778657039.716869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.720269,1778657039.720169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.723569,1778657039.723469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.726869,1778657039.726769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.730169,1778657039.730069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.733469,1778657039.733369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.736769,1778657039.736669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.740069,1778657039.739969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.743369,1778657039.743269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.746669,1778657039.746569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.749969,1778657039.749869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.753269,1778657039.753169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.756569,1778657039.756469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.759869,1778657039.759769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.763169,1778657039.763069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.766469,1778657039.766369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.769769,1778657039.769669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.773069,1778657039.772969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.776369,1778657039.776269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.779669,1778657039.779569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.782969,1778657039.782869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.786269,1778657039.786169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.789569,1778657039.789469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.792869,1778657039.792769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.796169,1778657039.796069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.799469,1778657039.799369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.802769,1778657039.802669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.806069,1778657039.805969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.809369,1778657039.809269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.812669,1778657039.812569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.815969,1778657039.815869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.819269,1778657039.819169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.822569,1778657039.822469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.825869,1778657039.825769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.829169,1778657039.829069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.832469,1778657039.832369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.835769,1778657039.835669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.839069,1778657039.838969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.842369,1778657039.842269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.845669,1778657039.845569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.848969,1778657039.848869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.852269,1778657039.852169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.855569,1778657039.855469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.858869,1778657039.858769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.862169,1778657039.862069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.865469,1778657039.865369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.868769,1778657039.868669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.872069,1778657039.871969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.875369,1778657039.875269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.878669,1778657039.878569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.881969,1778657039.881869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.885269,1778657039.885169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.888569,1778657039.888469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.891869,1778657039.891769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.895169,1778657039.895069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.898469,1778657039.898369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.901769,1778657039.901669,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.905069,1778657039.904969,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.908369,1778657039.908269,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.911669,1778657039.911569,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.914969,1778657039.914869,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.918269,1778657039.918169,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.921569,1778657039.921469,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.924869,1778657039.924769,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.928169,1778657039.928069,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.931469,1778657039.931369,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.934769,1778657039.934669,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.938069,1778657039.937969,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.941369,1778657039.941269,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.944669,1778657039.944569,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.947969,1778657039.947869,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.951269,1778657039.951169,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.954569,1778657039.954469,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.957869,1778657039.957769,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.961169,1778657039.961069,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.964469,1778657039.964369,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.967769,1778657039.967669,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.971069,1778657039.970969,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.974369,1778657039.974269,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.977669,1778657039.977569,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.980969,1778657039.980869,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.984269,1778657039.984169,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.987569,1778657039.987469,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.990869,1778657039.990769,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.994169,1778657039.994069,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657038.997469,1778657039.997369,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.000769,1778657040.000669,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (302 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.004069,1778657040.003969,0.9999,304.03,302
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.007369,1778657040.007269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.010669,1778657040.010569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.013969,1778657040.013869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.017269,1778657040.017169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.020569,1778657040.020469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.023869,1778657040.023769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.027169,1778657040.027069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.030469,1778657040.030369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.033769,1778657040.033669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.037069,1778657040.036969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.040369,1778657040.040269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.043669,1778657040.043569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.046969,1778657040.046869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.050269,1778657040.050169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.053569,1778657040.053469,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.056869,1778657040.056769,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.060169,1778657040.060069,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.063469,1778657040.063369,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.066769,1778657040.066669,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.070069,1778657040.069969,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.073369,1778657040.073269,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.076669,1778657040.076569,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.079969,1778657040.079869,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.083269,1778657040.083169,0.9999,304.03,303
Distributed DoS (DDoS),192.168.56.63,Multiple (303 Spoofed/Botnet IPs),Mixed,Mixed,Nhiều IP phân tán cùng dội bom 1 mục tiêu,304,1778657039.086569,1778657040.086469,0.9999,304.03,303
